# Constructed from biom file																									
#OTU ID	Bn25	Bn26	Bn27	Bn28	Bn29	Bn30	Bn31	Bn32	Bn33	Bn34	Bn35	Bn36	Bn61	Bn62	Bn63	Bn64	Bn65	Bn66	Bn67	Bn68	Bn69	Bn70	Bn71	Bn72	taxonomy
OTU1023	17	11	5	1	10	10	3	0	6	18	5	1	1	0	1	0	0	0	0	1	0	0	1	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
OTU270	2	52	180	56	10	81	9	3	2	73	49	5	0	9	16	30	0	5	6	13	1	14	9	7	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__
OTU329	2	1	34	25	0	0	14	7	6	2	10	21	0	6	19	23	1	11	3	7	0	13	2	24	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU92	27	2	261	198	39	1	71	91	137	1	117	64	21	13	147	164	19	6	19	83	13	10	106	238	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
OTU244	18	42	75	32	5	35	31	6	22	49	41	17	8	34	17	7	9	16	5	7	7	39	22	56	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU198	5	5	78	36	1	15	16	23	1	8	27	17	1	45	39	25	2	19	5	11	0	21	49	39	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU554	14	1	9	2	2	1	8	1	70	4	8	1	15	4	5	5	22	0	4	0	51	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__
OTU90	5	86	49	37	42	98	31	19	58	92	19	15	33	499	22	16	43	200	3	12	59	352	18	15	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__; s__
OTU215	5	0	3	5	0	0	19	2	20	0	39	0	14	0	1	1	28	1	1	1	5	0	0	0	k__Bacteria; p__TM7; c__TM7-3; o__EW055; f__; g__; s__
OTU1920	2	5	6	1	89	4	6	3	4	16	28	0	10	10	1	4	10	0	3	0	72	0	0	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU358	8	44	4	0	1	45	0	0	12	24	140	1	11	8	2	0	14	2	0	0	14	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Beutenbergiaceae; g__; s__
OTU2046	3	0	0	6	2	0	2	0	0	0	2	0	0	1	1	1	0	2	0	0	0	0	2	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
OTU54	18	171	81	0	19	181	1	0	50	193	7	0	31	1	1	0	8	0	3	0	133	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU583	5	0	14	3	0	1	3	1	12	0	21	1	1	4	7	2	22	0	0	1	2	1	4	2	k__Bacteria; p__TM7; c__TM7-3; o__EW055; f__; g__; s__
OTU43	3	2	589	426	1	1	238	392	0	0	217	332	0	9	220	491	0	2	43	115	0	0	266	351	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__
OTU1316	3	1	5	5	0	1	12	2	0	11	2	6	0	4	2	11	0	0	0	2	0	1	0	2	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1117	4	0	26	3	0	2	0	0	3	2	1	0	0	0	3	4	0	3	0	0	0	0	0	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU22	6	15	5	0	976	10	11	0	43	15	760	1	12	3	3	0	2	2	3	0	368	0	0	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
OTU1332	5	0	0	1	0	0	0	0	9	1	1	0	19	7	0	0	21	0	0	0	13	1	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium
OTU899	1	0	112	63	1	1	46	56	0	1	49	32	0	12	74	67	0	0	7	34	2	0	92	98	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
OTU1614	17	2	5	4	7	2	1	1	37	0	3	0	6	12	5	7	8	5	1	0	2	2	2	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU1141	12	2	0	0	3	0	0	0	18	0	3	0	4	5	1	0	2	1	0	0	1	2	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
OTU77	7	5	28	14	14	10	68	10	302	7	92	9	80	4	10	13	106	6	4	2	50	9	7	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
OTU74	1	126	246	136	7	122	49	89	5	155	184	36	0	55	48	78	0	8	11	35	2	99	61	37	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU1315	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
OTU1277	2	0	10	8	1	0	6	6	62	0	0	3	5	0	3	3	0	1	0	0	1	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU718	14	13	26	6	11	8	10	1	34	13	11	4	8	119	8	6	30	9	3	1	13	14	10	4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
OTU82	5	3	10	2	2	1	172	0	4	8	68	0	23	3	3	0	36	0	35	0	55	31	0	3	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU581	12	0	0	0	8	0	7	0	11	0	1	0	8	0	1	0	33	0	1	0	21	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__
OTU1545	1	7	24	2	5	8	39	32	99	4	44	0	5	6	10	11	15	14	0	8	3	23	5	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
OTU920	2	0	3	0	0	0	0	0	8	0	5	0	6	0	0	0	1	0	0	1	5	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
OTU1892	6	0	2	6	6	0	3	0	16	0	2	1	15	6	6	5	40	5	4	0	18	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__
OTU389	1	3	48	48	0	8	13	12	4	7	21	17	0	27	18	26	0	21	1	17	0	202	20	21	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
OTU148	2	0	289	234	1	0	84	170	0	1	111	90	0	9	115	232	0	3	25	57	0	3	152	211	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU1322	1	2	35	16	0	1	2	13	3	0	8	6	0	4	21	19	0	0	2	5	0	0	9	12	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
OTU50	1	101	479	273	15	104	261	149	3	99	108	84	0	678	225	381	0	241	63	120	0	465	123	153	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
OTU573	10	4	4	0	3	3	5	1	0	2	0	1	0	9	0	0	0	3	0	0	0	4	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU48	1	20	107	168	0	28	236	93	0	29	97	13	0	129	83	94	0	47	20	36	0	6	3	15	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
OTU631	2	1	129	86	0	0	32	38	0	0	44	40	0	3	35	94	0	4	6	31	0	1	32	44	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
OTU83	6	1	5	0	393	2	2	0	184	4	5	0	78	1	2	0	29	1	1	0	145	0	1	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU310	2	0	86	65	0	0	38	70	0	0	52	79	0	0	38	91	0	0	9	32	0	1	74	112	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__
OTU130	8	0	0	0	0	2	0	0	0	7	153	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
OTU1104	1	2	1	0	0	2	2	0	0	5	0	0	0	8	0	1	0	4	0	0	0	9	0	2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU1084	1	0	12	15	0	0	2	7	0	0	0	0	0	0	12	16	0	0	0	2	0	0	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU888	6	4	25	8	0	0	19	7	9	3	18	4	40	10	5	4	6	2	0	2	3	5	10	7	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__
OTU603	3	2	4	2	0	0	2	4	4	3	12	4	2	1	3	5	0	1	1	1	1	1	19	27	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU121	5	6	21	2	148	11	1	0	9	9	5	1	2	6	1	0	8	0	0	2	6	0	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Kaistia; s__
OTU1035	1	0	69	60	0	0	33	72	0	0	23	26	0	1	30	51	0	0	7	12	0	0	21	23	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
OTU64	3	36	470	315	1	35	148	142	7	43	129	85	2	151	269	267	3	47	51	75	4	46	134	217	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae
OTU1094	1	0	20	7	0	2	4	13	0	0	9	11	0	0	14	25	0	1	2	3	0	0	18	12	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales
OTU1063	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
OTU355	1	0	63	141	2	0	50	45	0	0	7	6	0	3	8	46	0	3	7	20	0	0	13	18	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
OTU932	2	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	6	0	0	0	50	0	0	1	k__Bacteria; p__TM7; c__TM7-3; o__EW055; f__; g__; s__
OTU950	2	0	0	0	3	1	2	0	5	0	0	0	10	0	0	0	14	0	0	0	23	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
OTU192	3	36	10	2	0	23	5	0	50	40	0	0	5	11	13	2	66	10	9	0	16	6	0	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__Methylotenera; s__mobilis
OTU264	1	0	188	152	0	0	136	199	1	1	54	90	0	6	65	88	0	3	8	33	3	4	39	77	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
OTU1298	1	2	7	2	0	0	1	0	0	0	8	0	0	0	2	5	0	1	3	0	0	8	2	3	k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__
OTU81	1	1	125	75	0	10	71	79	0	10	92	41	0	21	49	59	0	10	6	13	0	18	14	61	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU71	1	65	148	137	3	76	67	70	1	67	75	36	2	441	111	105	5	172	26	34	1	113	58	91	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
OTU225	1	0	87	55	0	0	9	40	0	0	24	11	0	0	27	33	0	0	6	14	0	0	11	32	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
OTU433	2	8	3	1	0	0	18	0	23	0	4	0	20	3	2	1	3	1	0	0	4	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU480	1	0	0	0	17	0	3	0	58	0	0	0	2	0	0	0	6	0	0	0	4	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
OTU589	1	0	45	39	3	0	20	53	0	2	46	45	0	2	18	24	0	0	0	7	0	0	30	45	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU949	1	27	384	208	1	31	110	131	5	15	84	42	1	60	227	243	0	30	29	107	0	8	49	95	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__; s__
OTU2153	1	0	2	0	4	0	1	0	17	0	1	0	3	0	2	0	29	0	0	0	24	1	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU110	1	2	175	111	0	1	60	126	0	0	56	84	0	5	61	50	0	0	2	21	0	2	28	33	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU367	1	0	0	0	1	0	0	0	80	0	1	0	11	0	0	1	3	1	0	0	0	0	0	0	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
OTU1024	3	3	38	16	1	2	7	5	0	11	7	7	0	34	12	11	0	9	0	3	0	18	28	11	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU205	3	10	14	28	0	2	28	16	2	15	27	2	0	49	13	0	0	24	1	12	0	16	0	4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis; s__biprosthecium
OTU181	1	1	6	1	0	0	4	3	180	0	4	0	5	1	4	3	2	2	4	2	3	0	0	1	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
OTU570	1	0	63	55	0	0	27	55	0	2	33	36	0	2	36	57	0	0	5	23	2	2	42	78	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU2178	2	0	1	1	2	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__
OTU158	1	0	47	33	0	1	30	55	0	2	45	35	0	5	9	29	0	1	1	3	0	4	23	26	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU217	2	22	134	77	0	6	35	27	9	6	26	15	10	54	104	34	3	32	9	30	1	6	30	83	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU1227	1	0	63	16	1	4	7	8	0	3	10	1	1	3	5	12	3	4	1	1	0	0	32	12	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU386	2	3	8	0	56	10	13	0	1	7	13	1	0	2	0	0	0	2	0	0	0	10	2	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU2037	1	0	1	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
OTU89	1	29	128	53	0	26	10	32	8	28	21	16	0	143	65	61	0	57	6	27	0	18	32	26	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU1960	1	1	0	0	21	0	8	0	3	0	7	0	6	2	1	0	2	0	1	0	9	0	1	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
OTU107	3	3	274	178	0	1	85	135	0	1	116	101	0	7	115	133	0	3	34	44	2	2	135	190	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
OTU974	1	0	0	0	1	0	2	0	15	0	1	0	1	0	1	0	3	0	0	0	7	0	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU259	1	23	16	3	0	25	8	8	1	34	36	0	0	13	3	0	1	30	0	0	13	13	2	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__
OTU176	1	0	12	16	18	0	12	8	82	0	8	2	13	7	15	11	24	3	2	4	9	1	7	5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU276	1	21	60	37	0	26	14	17	1	16	12	20	0	187	36	27	0	61	3	9	0	58	22	20	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU1758	1	0	7	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__debontii
OTU72	1	1	307	237	0	0	83	186	0	1	68	67	1	3	161	284	0	1	33	83	0	1	62	86	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU106	2	2	181	138	1	2	55	93	0	6	43	41	0	40	116	152	0	7	17	58	3	1	79	109	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
OTU52	1	0	380	310	1	0	81	151	0	3	21	17	0	8	242	231	2	6	29	121	0	3	8	12	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU100	1	25	232	139	1	14	158	104	3	42	157	108	0	111	127	150	2	68	28	50	0	70	110	131	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU374	1	7	69	52	0	6	17	38	2	5	57	46	0	24	45	46	0	8	3	22	0	27	118	133	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Iamiaceae; g__Iamia; s__
OTU27	1	5	1059	833	0	5	255	437	6	5	263	202	1	64	684	689	1	11	100	253	2	18	275	454	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
OTU16	1	175	1567	1247	3	188	568	719	3	195	369	303	0	1174	818	837	1	423	105	385	1	182	292	336	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
OTU235	1	7	14	16	2	5	10	0	34	7	0	7	25	18	4	12	24	13	0	1	8	15	3	6	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__; g__; s__
OTU1792	1	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__
OTU637	1	6	5	1	1	7	1	9	78	5	30	3	6	6	0	9	3	9	0	0	3	6	0	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU1416	1	0	10	4	0	0	1	1	0	0	3	4	0	1	6	3	0	0	0	1	0	1	2	10	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__
OTU520	1	41	78	31	6	35	13	15	4	57	389	8	1	0	3	23	0	0	2	11	0	0	7	28	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
OTU1336	2	2	0	0	3	2	9	0	18	7	19	0	43	0	2	0	9	0	1	0	22	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
OTU905	2	2	20	11	6	3	4	4	22	2	10	11	2	8	10	14	1	10	1	5	0	10	39	86	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU152	0	34	1	5	0	18	1	2	0	25	87	1	3	54	11	6	4	10	1	4	0	8	6	1	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
OTU23	0	4	897	703	4	7	197	439	2	4	128	173	0	52	390	530	0	13	61	215	2	5	164	260	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
OTU829	0	6	2	0	0	9	0	0	0	6	0	1	0	14	2	2	0	12	1	0	0	20	3	4	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__
OTU154	0	274	126	2	7	259	11	0	1	280	4	0	0	59	0	0	0	0	0	0	0	5	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
OTU102	0	17	60	43	0	16	11	60	0	10	33	44	0	51	37	57	0	26	9	9	0	89	68	78	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU1293	0	9	3	2	0	6	0	4	0	10	0	2	0	5	4	1	0	5	0	0	0	2	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Cellvibrio; s__
OTU213	0	29	2	0	125	21	0	0	10	25	0	0	0	22	0	0	0	0	0	0	5	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
OTU125	0	25	21	18	0	33	10	26	2	29	9	6	0	149	14	19	0	56	0	10	0	43	1	3	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU1038	0	43	11	2	1	19	2	0	0	51	0	1	0	44	1	1	6	0	2	0	1	1	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
OTU159	0	22	224	217	1	26	46	128	2	38	71	82	0	258	102	129	0	61	10	49	0	251	107	157	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU61	0	182	106	62	0	161	45	12	0	152	37	10	0	277	8	2	0	98	0	12	0	188	13	7	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinosynnemataceae; g__; s__
OTU585	0	4	1	1	0	9	0	0	0	7	0	0	0	50	6	1	0	3	0	0	0	2	0	2	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU421	0	28	11	12	0	16	13	2	3	19	1	0	0	73	4	2	1	19	0	0	0	15	2	8	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU33	0	174	96	26	2063	130	3	0	85	187	77	6	33	25	4	2	966	6	0	0	3	9	28	8	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Cellvibrio; s__
OTU119	0	56	20	26	0	54	15	4	0	44	0	1	0	271	10	6	0	84	5	9	0	29	1	3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU273	0	3	7	1	0	8	3	3	0	5	6	5	0	4	0	4	0	5	1	0	0	72	16	41	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU182	0	24	25	25	0	23	12	15	0	25	5	10	0	97	9	20	0	88	5	1	0	47	6	6	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU255	0	38	42	24	0	37	54	25	0	54	29	4	0	215	46	13	0	97	12	4	0	67	27	24	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
OTU445	0	34	9	6	0	24	1	1	0	15	5	0	0	49	5	12	0	23	0	1	0	34	7	3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__
OTU1525	0	2	8	6	0	0	5	0	0	0	4	0	0	2	6	7	0	0	0	2	0	0	11	26	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
OTU551	0	3	9	15	0	0	7	2	0	1	7	1	0	8	5	4	0	10	0	6	0	35	2	9	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
OTU91	0	14	176	180	1	26	141	142	2	19	159	106	0	80	141	73	0	19	9	53	0	40	39	80	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU1993	0	7	6	0	0	12	2	1	3	5	21	6	0	7	1	7	0	3	0	2	0	23	13	13	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
OTU886	0	3	24	13	0	2	13	14	0	5	3	0	0	45	18	13	0	2	2	5	0	10	0	4	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU99	0	112	41	4	0	140	29	13	1	137	19	3	0	74	11	6	1	45	3	3	1	454	20	14	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__Methylotenera; s__mobilis
